Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,ISIN
SCHW,CHARLES SCHWAB,Financials,Equity,2355270118.25,0.26,"2,355,270,118.25",21797965.0,108.05,United States,NYSE,USD,1.0,USD,-,
NEE,NEXTERA ENERGY,Utilities,Equity,2320939107.96,0.26,"2,320,939,107.96",27805668.0,83.47,United States,NYSE,USD,1.0,USD,-,
QCOM,QUALCOMM,Information Technology,Equity,2315843496.12,0.26,"2,315,843,496.12",14054154.0,164.78,United States,NASDAQ,USD,1.0,USD,-,
WELL,WELLTOWER,Real Estate,Equity,2255210321.2,0.25,"2,255,210,321.20",9412397.0,239.6,United States,NYSE,USD,1.0,USD,-,
BLK,BLACKROCK,Financials,Equity,2247615450.09,0.25,"2,247,615,450.09",1925037.0,1167.57,United States,NYSE,USD,1.0,USD,-,
BA,BOEING,Industrials,Equity,2206157777.91,0.25,"2,206,157,777.91",10511019.0,209.89,United States,NYSE,USD,1.0,USD,-,
ETN,EATON PLC,Industrials,Equity,2154146117.52,0.24,"2,154,146,117.52",5177738.0,416.04,United States,NYSE,USD,1.0,USD,-,
PFE,PFIZER,Health Care,Equity,2128504246.98,0.24,"2,128,504,246.98",75963749.0,28.02,United States,NYSE,USD,1.0,USD,-,
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,2123233728.0,0.24,"2,123,233,728.00",4595744.0,462.0,United States,NASDAQ,USD,1.0,USD,-,
COP,CONOCOPHILLIPS,Energy,Equity,2103991655.12,0.24,"2,103,991,655.12",16244531.0,129.52,United States,NYSE,USD,1.0,USD,-,
BKNG,BOOKING HOLDINGS,Consumer Discretionary,Equity,2092830474.24,0.24,"2,092,830,474.24",10331904.0,202.56,United States,NASDAQ,USD,1.0,USD,-,
UBER,UBER TECHNOLOGIES,Industrials,Equity,2088604525.05,0.23,"2,088,604,525.05",27142359.0,76.95,United States,NYSE,USD,1.0,USD,-,
DE,DEERE,Industrials,Equity,2085577254.24,0.23,"2,085,577,254.24",3349464.0,622.66,United States,NYSE,USD,1.0,USD,-,
TJX,TJX,Consumer Discretionary,Equity,1979069202.3,0.22,"1,979,069,202.30",14744965.0,134.22,United States,NYSE,USD,1.0,USD,-,
NOW,SERVICENOW INC,Information Technology,Equity,1903562834.98,0.21,"1,903,562,834.98",13751086.0,138.43,United States,NYSE,USD,1.0,USD,-,
NEM,NEWMONT,Materials,Equity,1883140609.47,0.21,"1,883,140,609.47",14234943.0,132.29,United States,NYSE,USD,1.0,USD,-,
VRTX,VERTEX PHARMACEUTICALS,Health Care,Equity,1853184070.1,0.21,"1,853,184,070.10",3384502.0,547.55,United States,NASDAQ,USD,1.0,USD,-,
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,1822968293.9,0.21,"1,822,968,293.90",27228802.0,66.95,United States,NYSE,USD,1.0,USD,-,
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,1821575769.96,0.2,"1,821,575,769.96",3857146.0,472.26,United States,NYSE,USD,1.0,USD,-,
DHR,DANAHER,Health Care,Equity,1811529966.08,0.2,"1,811,529,966.08",8399156.0,215.68,United States,NYSE,USD,1.0,USD,-,
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,1797878259.24,0.2,"1,797,878,259.24",8297772.0,216.67,United States,NYSE,USD,1.0,USD,-,
PLD,PROLOGIS REIT,Real Estate,Equity,1793230960.85,0.2,"1,793,230,960.85",12641741.0,141.85,United States,NYSE,USD,1.0,USD,-,
SPGI,S&P GLOBAL INC,Financials,Equity,1760148976.05,0.2,"1,760,148,976.05",4042695.0,435.39,United States,NYSE,USD,1.0,USD,-,
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,1733474126.34,0.2,"1,733,474,126.34",4722462.0,367.07,United States,NASDAQ,USD,1.0,USD,-,
PH,PARKER-HANNIFIN CORP,Industrials,Equity,1699870681.6,0.19,"1,699,870,681.60",1681043.0,1011.2,United States,NYSE,USD,1.0,USD,-,
PGR,PROGRESSIVE,Financials,Equity,1695862416.75,0.19,"1,695,862,416.75",7791695.0,217.65,United States,NYSE,USD,1.0,USD,-,
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,1629962860.72,0.18,"1,629,962,860.72",15196372.0,107.26,United States,NASDAQ,USD,1.0,USD,-,
CB,CHUBB,Financials,Equity,1627228811.25,0.18,"1,627,228,811.25",4809875.0,338.31,United States,NYSE,USD,1.0,USD,-,
GLW,CORNING,Information Technology,Equity,1595647004.8,0.18,"1,595,647,004.80",10442716.0,152.8,United States,NYSE,USD,1.0,USD,-,
CVS,CVS HEALTH,Health Care,Equity,1580876672.28,0.18,"1,580,876,672.28",17013309.0,92.92,United States,NYSE,USD,1.0,USD,-,
ADBE,ADOBE INC,Information Technology,Equity,1558402550.85,0.18,"1,558,402,550.85",5389599.0,289.15,United States,NASDAQ,USD,1.0,USD,-,
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,1543956647.92,0.17,"1,543,956,647.92",7468108.0,206.74,United States,NYSE,USD,1.0,USD,-,
MDT,MEDTRONIC PLC,Health Care,Equity,1540199848.86,0.17,"1,540,199,848.86",17119038.0,89.97,United States,NYSE,USD,1.0,USD,-,
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,1533947582.34,0.17,"1,533,947,582.34",8186293.0,187.38,United States,NYSE,USD,1.0,USD,-,
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,1530843930.33,0.17,"1,530,843,930.33",2705197.0,565.89,United States,NYSE,USD,1.0,USD,-,
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,1517288318.04,0.17,"1,517,288,318.04",5329803.0,284.68,United States,NASDAQ,USD,1.0,USD,-,
MO,ALTRIA GROUP INC,Consumer Staples,Equity,1506766746.64,0.17,"1,506,766,746.64",22266392.0,67.67,United States,NYSE,USD,1.0,USD,-,
FCX,FREEPORT MCMORAN INC,Materials,Equity,1503196828.38,0.17,"1,503,196,828.38",19168539.0,78.42,United States,NYSE,USD,1.0,USD,-,
BNY,BANK OF NEW YORK MELLON CORP,Financials,Equity,1484842544.64,0.17,"1,484,842,544.64",9152136.0,162.24,United States,NYSE,USD,1.0,USD,-,
SYK,STRYKER,Health Care,Equity,1482470005.48,0.17,"1,482,470,005.48",4602229.0,322.12,United States,NYSE,USD,1.0,USD,-,
FTNT,FORTINET,Information Technology,Equity,1434715704.92,0.16,"1,434,715,704.92",8303714.0,172.78,United States,NASDAQ,USD,1.0,USD,-,
HWM,HOWMET AEROSPACE,Industrials,Equity,1427981000.75,0.16,"1,427,981,000.75",5335255.0,267.65,United States,NYSE,USD,1.0,USD,-,
MCK,MCKESSON CORP,Health Care,Equity,1427370873.19,0.16,"1,427,370,873.19",1602869.0,890.51,United States,NYSE,USD,1.0,USD,-,
BX,BLACKSTONE,Financials,Equity,1422842107.68,0.16,"1,422,842,107.68",9905612.0,143.64,United States,NYSE,USD,1.0,USD,-,
EQIX,EQUINIX REIT,Real Estate,Equity,1415363823.8,0.16,"1,415,363,823.80",1314844.0,1076.45,United States,NASDAQ,USD,1.0,USD,-,
MPC,MARATHON PETROLEUM,Energy,Equity,1415206689.0,0.16,"1,415,206,689.00",3892850.0,363.54,United States,NYSE,USD,1.0,USD,-,
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,1379120482.08,0.16,"1,379,120,482.08",5121511.0,269.28,United States,NYSE,USD,1.0,USD,-,
VLO,VALERO ENERGY CORP,Energy,Equity,1372331769.75,0.15,"1,372,331,769.75",3959525.0,346.59,United States,NYSE,USD,1.0,USD,-,
CME,CME GROUP CLASS A,Financials,Equity,1357460500.88,0.15,"1,357,460,500.88",4831852.0,280.94,United States,NASDAQ,USD,1.0,USD,-,
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,1338954698.37,0.15,"1,338,954,698.37",2947227.0,454.31,United States,NYSE,USD,1.0,USD,-,
SO,SOUTHERN,Utilities,Equity,1338525866.6,0.15,"1,338,525,866.60",15031172.0,89.05,United States,NYSE,USD,1.0,USD,-,
PNC,PNC FINANCIAL SERVICES GROUP,Financials,Equity,1303795884.78,0.15,"1,303,795,884.78",5354178.0,243.51,United States,NYSE,USD,1.0,USD,-,
USB,US BANCORP,Financials,Equity,1291558195.2,0.15,"1,291,558,195.20",20698048.0,62.4,United States,NYSE,USD,1.0,USD,-,
GD,GENERAL DYNAMICS CORP,Industrials,Equity,1286395543.02,0.14,"1,286,395,543.02",3384717.0,380.06,United States,NYSE,USD,1.0,USD,-,
INTU,INTUIT,Information Technology,Equity,1283300808.0,0.14,"1,283,300,808.00",3687646.0,348.0,United States,NASDAQ,USD,1.0,USD,-,
PSX,PHILLIPS 66,Energy,Equity,1282024499.81,0.14,"1,282,024,499.81",5346001.0,239.81,United States,NYSE,USD,1.0,USD,-,
CDNS,CADENCE DESIGN SYSTEMS,Information Technology,Equity,1278118252.95,0.14,"1,278,118,252.95",3677509.0,347.55,United States,NASDAQ,USD,1.0,USD,-,
CSX,CSX,Industrials,Equity,1276966172.64,0.14,"1,276,966,172.64",24776216.0,51.54,United States,NASDAQ,USD,1.0,USD,-,
DUK,DUKE ENERGY CORP,Utilities,Equity,1256128295.64,0.14,"1,256,128,295.64",10394971.0,120.84,United States,NYSE,USD,1.0,USD,-,
CMCSA,COMCAST CLASS A,Communication,Equity,1254630581.31,0.14,"1,254,630,581.31",47505891.0,26.41,United States,NASDAQ,USD,1.0,USD,-,
PWR,QUANTA SERVICES INC,Industrials,Equity,1244125750.67,0.14,"1,244,125,750.67",2000749.0,621.83,United States,NYSE,USD,1.0,USD,-,
MMM,3M,Industrials,Equity,1243659822.75,0.14,"1,243,659,822.75",6954425.0,178.83,United States,NYSE,USD,1.0,USD,-,
MRSH,MARSH INC,Financials,Equity,1220594390.0,0.14,"1,220,594,390.00",6424181.0,190.0,United States,NYSE,USD,1.0,USD,-,
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,1215856340.88,0.14,"1,215,856,340.88",7540662.0,161.24,United States,NYSE,USD,1.0,USD,-,
WMB,WILLIAMS,Energy,Equity,1209847193.04,0.14,"1,209,847,193.04",16307416.0,74.19,United States,NYSE,USD,1.0,USD,-,
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,1203824588.44,0.14,"1,203,824,588.44",4262684.0,282.41,United States,NASDAQ,USD,1.0,USD,-,
SNPS,SYNOPSYS,Information Technology,Equity,1187356023.62,0.13,"1,187,356,023.62",2554058.0,464.89,United States,NASDAQ,USD,1.0,USD,-,
EMR,EMERSON ELECTRIC,Industrials,Equity,1177871013.48,0.13,"1,177,871,013.48",7468588.0,157.71,United States,NYSE,USD,1.0,USD,-,
DASH,DOORDASH CLASS A,Consumer Discretionary,Equity,1170110447.08,0.13,"1,170,110,447.08",5045972.0,231.89,United States,NASDAQ,USD,1.0,USD,-,
HOOD,ROBINHOOD MARKETS CLASS A,Financials,Equity,1157930462.08,0.13,"1,157,930,462.08",10549658.0,109.76,United States,NASDAQ,USD,1.0,USD,-,
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,1156942771.13,0.13,"1,156,942,771.13",8135453.0,142.21,United States,NYSE,USD,1.0,USD,-,
ELV,ELEVANCE HEALTH INC,Health Care,Equity,1155614623.69,0.13,"1,155,614,623.69",2895479.0,399.11,United States,NYSE,USD,1.0,USD,-,
APP,APPLOVIN CLASS A,Communication,Equity,1121458520.25,0.13,"1,121,458,520.25",3587175.0,312.63,United States,NASDAQ,USD,1.0,USD,-,
TMUS,T MOBILE US INC,Communication,Equity,1102869605.25,0.12,"1,102,869,605.25",6204611.0,177.75,United States,NASDAQ,USD,1.0,USD,-,
SLB,SLB,Energy,Equity,1096621874.55,0.12,"1,096,621,874.55",19934955.0,55.01,United States,NYSE,USD,1.0,USD,-,
AMT,AMERICAN TOWER REIT,Real Estate,Equity,1081932948.88,0.12,"1,081,932,948.88",6212293.0,174.16,United States,NYSE,USD,1.0,USD,-,
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,1076750970.12,0.12,"1,076,750,970.12",2213078.0,486.54,United States,NYSE,USD,1.0,USD,-,
REGN,REGENERON PHARMACEUTICALS,Health Care,Equity,1076112840.71,0.12,"1,076,112,840.71",1332301.0,807.71,United States,NASDAQ,USD,1.0,USD,-,
WM,WASTE MANAGEMENT INC,Industrials,Equity,1072765460.16,0.12,"1,072,765,460.16",4926366.0,217.76,United States,NYSE,USD,1.0,USD,-,
DDOG,DATADOG INC CLASS A,Information Technology,Equity,1071569574.46,0.12,"1,071,569,574.46",4411022.0,242.93,United States,NASDAQ,USD,1.0,USD,-,
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,1068551130.84,0.12,"1,068,551,130.84",17115988.0,62.43,United States,NASDAQ,USD,1.0,USD,-,
CMI,CUMMINS INC,Industrials,Equity,1055809469.22,0.12,"1,055,809,469.22",1839806.0,573.87,United States,NYSE,USD,1.0,USD,-,
SHW,SHERWIN WILLIAMS,Materials,Equity,1055728126.2,0.12,"1,055,728,126.20",3058220.0,345.21,United States,NYSE,USD,1.0,USD,-,
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,1052031824.08,0.12,"1,052,031,824.08",9954881.0,105.68,United States,NYSE,USD,1.0,USD,-,
TRV,TRAVELERS COMPANIES,Financials,Equity,1047283966.56,0.12,"1,047,283,966.56",2835632.0,369.33,United States,NYSE,USD,1.0,USD,-,
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,1042047566.56,0.12,"1,042,047,566.56",2994992.0,347.93,United States,NYSE,USD,1.0,USD,-,
GM,GENERAL MOTORS,Consumer Discretionary,Equity,1036112494.08,0.12,"1,036,112,494.08",12022656.0,86.18,United States,NYSE,USD,1.0,USD,-,
MAR,MARRIOTT INTERNATIONAL CLASS A,Consumer Discretionary,Equity,1032646448.24,0.12,"1,032,646,448.24",2918152.0,353.87,United States,NASDAQ,USD,1.0,USD,-,
ABNB,AIRBNB CLASS A,Consumer Discretionary,Equity,1027603114.0,0.12,"1,027,603,114.00",5572685.0,184.4,United States,NASDAQ,USD,1.0,USD,-,
EOG,EOG RESOURCES,Energy,Equity,1026278448.5,0.12,"1,026,278,448.50",7102273.0,144.5,United States,NYSE,USD,1.0,USD,-,
MCO,MOODYS CORP,Financials,Equity,1019624070.24,0.11,"1,019,624,070.24",2003112.0,509.02,United States,NYSE,USD,1.0,USD,-,
KKR,KKR AND CO INC,Financials,Equity,1007782271.4,0.11,"1,007,782,271.40",9218645.0,109.32,United States,NYSE,USD,1.0,USD,-,
TGT,TARGET CORP,Consumer Staples,Equity,1005508587.48,0.11,"1,005,508,587.48",6059836.0,165.93,United States,NYSE,USD,1.0,USD,-,
AON,AON PLC CLASS A,Financials,Equity,995451799.68,0.11,"995,451,799.68",2847728.0,349.56,United States,NYSE,USD,1.0,USD,-,
LITE,LUMENTUM HOLDINGS,Information Technology,Equity,991748565.88,0.11,"991,748,565.88",1037242.0,956.14,United States,NASDAQ,USD,1.0,USD,-,
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,988516963.2,0.11,"988,516,963.20",3035240.0,325.68,United States,NYSE,USD,1.0,USD,-,
ROST,ROSS STORES INC,Consumer Discretionary,Equity,987369346.06,0.11,"987,369,346.06",4295338.0,229.87,United States,NASDAQ,USD,1.0,USD,-,
ITW,ILLINOIS TOOL INC,Industrials,Equity,983254199.34,0.11,"983,254,199.34",3490802.0,281.67,United States,NYSE,USD,1.0,USD,-,
CI,CIGNA,Health Care,Equity,979086078.26,0.11,"979,086,078.26",3526078.0,277.67,United States,NYSE,USD,1.0,USD,-,
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,970584885.45,0.11,"970,584,885.45",1780465.0,545.13,United States,NYSE,USD,1.0,USD,-,
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,970504451.04,0.11,"970,504,451.04",10669574.0,90.96,United States,NYSE,USD,1.0,USD,-,
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,970538451.19,0.11,"970,538,451.19",11050193.0,87.83,United States,NASDAQ,USD,1.0,USD,"Jan 01, 1970",
FDX,FEDEX CORP,Industrials,Equity,970131521.85,0.11,"970,131,521.85",2927285.0,331.41,United States,NYSE,USD,1.0,USD,-,
ECL,ECOLAB,Materials,Equity,965592692.51,0.11,"965,592,692.51",3377261.0,285.91,United States,NYSE,USD,1.0,USD,-,
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,962621611.18,0.11,"962,621,611.18",17691998.0,54.41,United States,NYSE,USD,1.0,USD,-,
WBD,WARNER BROS. DISCOVERY SERIES A,Communication,Equity,954397100.08,0.11,"954,397,100.08",33046991.0,28.88,United States,NASDAQ,USD,1.0,USD,-,
RCL,ROYAL CARIBBEAN GROUP,Consumer Discretionary,Equity,947180435.2,0.11,"947,180,435.20",3325774.0,284.8,United States,NYSE,USD,1.0,USD,-,
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,932810592.55,0.1,"932,810,592.55",4232545.0,220.39,United States,NASDAQ,USD,1.0,USD,-,
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,929108288.94,0.1,"929,108,288.94",4323646.0,214.89,United States,NYSE,USD,1.0,USD,-,
CTAS,CINTAS,Industrials,Equity,925762067.25,0.1,"925,762,067.25",4534715.0,204.15,United States,NASDAQ,USD,1.0,USD,-,
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,924950163.15,0.1,"924,950,163.15",19818945.0,46.67,United States,NYSE,USD,1.0,USD,-,
APD,AIR PRODUCTS AND CHEMICALS,Materials,Equity,906922712.74,0.1,"906,922,712.74",2968942.0,305.47,United States,NYSE,USD,1.0,USD,-,
DLR,DIGITAL REALTY TRUST REIT,Real Estate,Equity,891059692.0,0.1,"891,059,692.00",4638520.0,192.1,United States,NYSE,USD,1.0,USD,-,
AJG,ARTHUR J GALLAGHER,Financials,Equity,891087112.3,0.1,"891,087,112.30",3425282.0,260.15,United States,NYSE,USD,1.0,USD,-,
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,890246692.93,0.1,"890,246,692.93",7254883.0,122.71,United States,NASDAQ,USD,1.0,USD,-,
MNST,MONSTER BEVERAGE,Consumer Staples,Equity,889139513.0,0.1,"889,139,513.00",19039390.0,46.7,United States,NASDAQ,USD,1.0,USD,-,
PCAR,PACCAR INC,Industrials,Equity,887994956.16,0.1,"887,994,956.16",7017504.0,126.54,United States,NASDAQ,USD,1.0,USD,-,
ALL,ALLSTATE CORP,Financials,Equity,885557157.1,0.1,"885,557,157.10",3437455.0,257.62,United States,NYSE,USD,1.0,USD,-,
TDG,TRANSDIGM GROUP,Industrials,Equity,885252898.16,0.1,"885,252,898.16",746117.0,1186.48,United States,NYSE,USD,1.0,USD,-,
HCA,HCA HEALTHCARE,Health Care,Equity,868216212.9,0.1,"868,216,212.90",2070435.0,419.34,United States,NYSE,USD,1.0,USD,-,
URI,UNITED RENTALS,Industrials,Equity,866399700.76,0.1,"866,399,700.76",835076.0,1037.51,United States,NYSE,USD,1.0,USD,-,
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,859235944.2,0.1,"859,235,944.20",655365.0,1311.08,United States,NASDAQ,USD,1.0,USD,-,
CRH,CRH PUBLIC LIMITED PLC,Materials,Equity,851567524.92,0.1,"851,567,524.92",8909474.0,95.58,United States,NYSE,USD,1.0,USD,-,
TFC,TRUIST FINANCIAL,Financials,Equity,835599997.8,0.09,"835,599,997.80",16612326.0,50.3,United States,NYSE,USD,1.0,USD,-,
COR,CENCORA,Health Care,Equity,833335829.69,0.09,"833,335,829.69",2594203.0,321.23,United States,NYSE,USD,1.0,USD,-,
TRGP,TARGA RESOURCES,Energy,Equity,827028933.65,0.09,"827,028,933.65",2862187.0,288.95,United States,NYSE,USD,1.0,USD,-,
KMI,KINDER MORGAN,Energy,Equity,823374976.52,0.09,"823,374,976.52",26105738.0,31.54,United States,NYSE,USD,1.0,USD,-,
BKR,BAKER HUGHES CLASS A,Energy,Equity,821454748.55,0.09,"821,454,748.55",13225805.0,62.11,United States,NASDAQ,USD,1.0,USD,-,
APO,APOLLO GLOBAL MANAGEMENT,Financials,Equity,820621038.72,0.09,"820,621,038.72",6149738.0,133.44,United States,NYSE,USD,1.0,USD,-,
OKE,ONEOK,Energy,Equity,795711651.84,0.09,"795,711,651.84",8400672.0,94.72,United States,NYSE,USD,1.0,USD,-,
TEL,TE CONNECTIVITY PLC,Information Technology,Equity,790140351.0,0.09,"790,140,351.00",3892317.0,203.0,United States,NYSE,USD,1.0,USD,-,
FAST,FASTENAL,Industrials,Equity,782754381.67,0.09,"782,754,381.67",15307605.0,51.13,United States,NASDAQ,USD,1.0,USD,-,
D,DOMINION ENERGY,Utilities,Equity,779809191.0,0.09,"779,809,191.00",11726454.0,66.5,United States,NYSE,USD,1.0,USD,-,
TER,TERADYNE,Information Technology,Equity,776609023.32,0.09,"776,609,023.32",2087322.0,372.06,United States,NASDAQ,USD,1.0,USD,-,
COHR,COHERENT,Information Technology,Equity,770614908.95,0.09,"770,614,908.95",2608805.0,295.39,United States,NYSE,USD,1.0,USD,-,
O,REALTY INCOME REIT,Real Estate,Equity,768406553.4,0.09,"768,406,553.40",12433763.0,61.8,United States,NYSE,USD,1.0,USD,-,
NUE,NUCOR,Materials,Equity,766308129.39,0.09,"766,308,129.39",3036447.0,252.37,United States,NYSE,USD,1.0,USD,-,
GWW,WW GRAINGER INC,Industrials,Equity,764931741.6,0.09,"764,931,741.60",579020.0,1321.08,United States,NYSE,USD,1.0,USD,-,
ADSK,AUTODESK,Information Technology,Equity,761832330.74,0.09,"761,832,330.74",2815553.0,270.58,United States,NASDAQ,USD,1.0,USD,-,
NXPI,NXP SEMICONDUCTORS NV,Information Technology,Equity,760375081.22,0.09,"760,375,081.22",3366577.0,225.86,United States,NASDAQ,USD,1.0,USD,-,
FIX,COMFORT SYSTEMS USA,Industrials,Equity,756367808.1,0.09,"756,367,808.10",468345.0,1614.98,United States,NYSE,USD,1.0,USD,-,
CIEN,CIENA,Information Technology,Equity,753711652.1,0.08,"753,711,652.10",1884986.0,399.85,United States,NYSE,USD,1.0,USD,-,
KEYS,KEYSIGHT TECHNOLOGIES,Information Technology,Equity,745144801.06,0.08,"745,144,801.06",2286983.0,325.82,United States,NYSE,USD,1.0,USD,-,
AME,AMETEK INC,Industrials,Equity,744663561.11,0.08,"744,663,561.11",3056033.0,243.67,United States,NYSE,USD,1.0,USD,-,
SRE,SEMPRA,Utilities,Equity,738703374.0,0.08,"738,703,374.00",8716264.0,84.75,United States,NYSE,USD,1.0,USD,-,
CTVA,CORTEVA,Materials,Equity,734854076.8,0.08,"734,854,076.80",8918132.0,82.4,United States,NYSE,USD,1.0,USD,-,
CAH,CARDINAL HEALTH,Health Care,Equity,734263728.87,0.08,"734,263,728.87",3122799.0,235.13,United States,NYSE,USD,1.0,USD,-,
F,FORD MOTOR CO,Consumer Discretionary,Equity,728006125.05,0.08,"728,006,125.05",52186819.0,13.95,United States,NYSE,USD,1.0,USD,-,
DVN,DEVON ENERGY,Energy,Equity,724387163.04,0.08,"724,387,163.04",15373242.0,47.12,United States,NYSE,USD,1.0,USD,-,
PYPL,PAYPAL HOLDINGS,Financials,Equity,723014442.9,0.08,"723,014,442.90",11762070.0,61.47,United States,NASDAQ,USD,1.0,USD,-,
STT,STATE STREET,Financials,Equity,713624830.31,0.08,"713,624,830.31",3690463.0,193.37,United States,NYSE,USD,1.0,USD,-,
AFL,AFLAC,Financials,Equity,712061313.6,0.08,"712,061,313.60",6107920.0,116.58,United States,NYSE,USD,1.0,USD,-,
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,707611659.36,0.08,"707,611,659.36",9550704.0,74.09,United States,NYSE,USD,1.0,USD,-,
DAL,DELTA AIR LINES,Industrials,Equity,706975416.48,0.08,"706,975,416.48",8713032.0,81.14,United States,NYSE,USD,1.0,USD,-,
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,695986974.4,0.08,"695,986,974.40",2236462.0,311.2,United States,NYSE,USD,1.0,USD,-,
MET,METLIFE,Financials,Equity,693645356.25,0.08,"693,645,356.25",7206705.0,96.25,United States,NYSE,USD,1.0,USD,-,
BDX,BECTON DICKINSON,Health Care,Equity,691175886.51,0.08,"691,175,886.51",3673927.0,188.13,United States,NYSE,USD,1.0,USD,-,
EW,EDWARDS LIFESCIENCES,Health Care,Equity,690622967.3,0.08,"690,622,967.30",7677854.0,89.95,United States,NYSE,USD,1.0,USD,-,
HONA,HONEYWELL AEROSPACE INC,Industrials,Equity,680381608.75,0.08,"680,381,608.75",4232545.0,160.75,United States,NASDAQ,USD,1.0,USD,-,
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,672651294.08,0.08,"672,651,294.08",2262686.0,297.28,United States,NYSE,USD,1.0,USD,-,
MRNA,MODERNA INC,Health Care,Equity,672242253.36,0.08,"672,242,253.36",4708568.0,142.77,United States,NASDAQ,USD,1.0,USD,-,
AMP,AMERIPRISE FINANCE INC,Financials,Equity,667490885.4,0.08,"667,490,885.40",1201020.0,555.77,United States,NYSE,USD,1.0,USD,-,
FITB,FIFTH THIRD BANCORP,Financials,Equity,662851334.85,0.07,"662,851,334.85",12084801.0,54.85,United States,NYSE,USD,1.0,USD,-,
AXON,AXON ENTERPRISE,Industrials,Equity,656936707.2,0.07,"656,936,707.20",1074831.0,611.2,United States,NASDAQ,USD,1.0,USD,-,
LHX,L3HARRIS TECHNOLOGIES,Industrials,Equity,650723214.68,0.07,"650,723,214.68",2483866.0,261.98,United States,NYSE,USD,1.0,USD,-,
ETR,ENTERGY CORP,Utilities,Equity,650156591.7,0.07,"650,156,591.70",6105330.0,106.49,United States,NYSE,USD,1.0,USD,-,
AZO,AUTOZONE,Consumer Discretionary,Equity,644998239.13,0.07,"644,998,239.13",219961.0,2932.33,United States,NYSE,USD,1.0,USD,-,
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,642534329.0,0.07,"642,534,329.00",1483913.0,433.0,United States,NYSE,USD,1.0,USD,-,
XEL,XCEL ENERGY INC,Utilities,Equity,642283080.72,0.07,"642,283,080.72",8324042.0,77.16,United States,NASDAQ,USD,1.0,USD,-,
VMRK,VIVMARK RESIDENTIAL,Real Estate,Equity,636677947.0,0.07,"636,677,947.00",9720274.0,65.5,United States,NYSE,USD,1.0,USD,-,
CMG,CHIPOTLE MEXICAN GRILL,Consumer Discretionary,Equity,636614602.0,0.07,"636,614,602.00",17104100.0,37.22,United States,NYSE,USD,1.0,USD,-,
GRMN,GARMIN,Consumer Discretionary,Equity,634126858.75,0.07,"634,126,858.75",2187625.0,289.87,United States,NYSE,USD,1.0,USD,-,
HUM,HUMANA,Health Care,Equity,628610838.38,0.07,"628,610,838.38",1601026.0,392.63,United States,NYSE,USD,1.0,USD,-,
NKE,NIKE CLASS B,Consumer Discretionary,Equity,614804516.56,0.07,"614,804,516.56",15993874.0,38.44,United States,NYSE,USD,1.0,USD,-,
CARR,CARRIER GLOBAL,Industrials,Equity,612553643.48,0.07,"612,553,643.48",10410497.0,58.84,United States,NYSE,USD,1.0,USD,-,
EBAY,EBAY,Consumer Discretionary,Equity,605459467.62,0.07,"605,459,467.62",5920206.0,102.27,United States,NASDAQ,USD,1.0,USD,-,
XYZ,BLOCK CLASS A,Financials,Equity,605505466.95,0.07,"605,505,466.95",7136187.0,84.85,United States,NYSE,USD,1.0,USD,-,
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,602491919.2,0.07,"602,491,919.20",2582920.0,233.26,United States,NYSE,USD,1.0,USD,-,
